Financial Row,Type,Subsidiary: Name,Department: Name,Account (Line): Name,Date,Accounting Period: Start Date,Document Number,Transaction ID,Entity (Line),Entity (Line): Internal ID,Entity (Line): HubSpot Deal ID,ICC Projects,Name,Description,Amount
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,51003.0,893957.0,460 Globalization Partners Inc. : 1366 Globalization Partners SOW #39 - Data Engineering Team  Renewal,36409.0,17772967350,,,,360.1676545906195
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50903.0,893784.0,460 Globalization Partners Inc. : 1349 Globalization Partners SOW #41 - Data Engineering Team Renewal,35885.0,17771226635,,,,384.1788315633275
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50918.0,893589.0,460 Globalization Partners Inc. : 1365 Globalization Partners SOW #38 - Data Engineering Team Renewal,36408.0,17772846592,,,,544.2533447147139
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50494.0,892545.0,468 Blackstone Inc. : 1255 Blackstone - Python Engineers (James Team),32036.0,19584503853,,,,560.2607960298526
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,51171.0,892585.0,460 Globalization Partners Inc. : 1368 Globalization Partners SOW #42 - Data Engineering Team Renewal,36411.0,17772618578,,,,560.2607960298526
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,51039.0,892575.0,459 Roku Inc. : 966 SOW#1 2024 - DE & BI Team,25138.0,16977995014,,,,320.1490263027729
,Journal,"Blend360, LLC",Data Engineering,Data Engineering,2024-08-31,2024-08-01,51775.0,901371.0,11 Visa : 1246 NextGen Solutions,31318.0,18657995555,,,,-2629.45
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50150.0,892936.0,466 Pixability Inc. : 1331 Pixability SOW 4,34753.0,17583740188,,,,258.12015245661064
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50849.0,893755.0,460 Globalization Partners Inc. : 1349 Globalization Partners SOW #41 - Data Engineering Team Renewal,35885.0,17771226635,,,,504.2347164268673
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50140.0,892377.0,468 Blackstone Inc. : 988 Blackstone SOW #12,25160.0,16856642182,,,,560.2607960298526
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50586.0,893498.0,459 Roku Inc. : 966 SOW#1 2024 - DE & BI Team,25138.0,16977995014,,,,320.1490263027729
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,51369.0,894484.0,468 Blackstone Inc. : 1256 Blackstone - SOW#26 BE Engineer Insurance Team (Scott S.),32037.0,19584717835,,,,560.2607960298526
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50842.0,893750.0,459 Roku Inc. : 966 SOW#1 2024 - DE & BI Team,25138.0,16977995014,,,,320.1490263027729
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,51130.0,894326.0,459 Roku Inc. : 966 SOW#1 2024 - DE & BI Team,25138.0,16977995014,,,,450.20956823827436
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50127.0,892519.0,466 Pixability Inc. : 983 Pixability SOW#3,25155.0,,,,,312.1453006452036
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50172.0,892391.0,466 Pixability Inc. : 1331 Pixability SOW 4,34753.0,17583740188,,,,258.12015245661064
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50179.0,892524.0,466 Pixability Inc. : 1331 Pixability SOW 4,34753.0,17583740188,,,,258.12015245661064
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50177.0,892522.0,468 Blackstone Inc. : 988 Blackstone SOW #12,25160.0,16856642182,,,,480.2235394541593
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,51071.0,894123.0,459 Roku Inc. : 966 SOW#1 2024 - DE & BI Team,25138.0,16977995014,,,,464.2160881390207
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50541.0,893464.0,468 Blackstone Inc. : 1255 Blackstone - Python Engineers (James Team),32036.0,19584503853,,,,560.2607960298526
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50361.0,893252.0,468 Blackstone Inc. : 1189 Blackstone - SOW#15 - Developer Experience Team (.Net),29210.0,17485557310,,,,560.2607960298526
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50182.0,892952.0,468 Blackstone Inc. : 988 Blackstone SOW #12,25160.0,16856642182,,,,480.2235394541593
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50611.0,893615.0,459 Roku Inc. : 966 SOW#1 2024 - DE & BI Team,25138.0,16977995014,,,,400.1862828784661
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50342.0,893145.0,469 Stagwell Marketing Cloud LLC : 985 Stagwell SOW#1,25157.0,17001841791,,,,520.2421677420059
,Journal,"Blend360, LLC",Data Engineering,Data Engineering,2024-08-31,2024-08-01,51792.0,901386.0,374 Dish : 1268 2: Dish - Integrated Data + Martech solution,32653.0,17214937942,,,,1043.03
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,49896.0,892328.0,468 Blackstone Inc. : 988 Blackstone SOW #12,25160.0,16856642182,,,,480.2235394541593
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50313.0,893138.0,469 Stagwell Marketing Cloud LLC : 985 Stagwell SOW#1,25157.0,17001841791,,,,520.2421677420059
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,51368.0,894483.0,482 Madhive : 1111 Madhive - SOW1,26788.0,16592846934,,,,270.1257409429646
,Journal,"Blend360, LLC",Data Engineering,Data Engineering,2024-08-31,2024-08-01,52166.0,913919.0,- No Entity -,,,ICC 1312 Franklin Templeton : Franklin Templeton - Tiger Teams Renewal (July - Sept),,TopSide Management Book Elim related to project ICC 1312 Franklin Templeton : Franklin Templeton - Tiger Teams Renewal (July - Sept),-88883.4
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,51067.0,893990.0,459 Roku Inc. : 966 SOW#1 2024 - DE & BI Team,25138.0,16977995014,,,,480.2235394541593
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50726.0,893541.0,459 Roku Inc. : 966 SOW#1 2024 - DE & BI Team,25138.0,16977995014,,,,210.0977985111947
,Journal,"Blend360, LLC",Data Engineering,Data Engineering,2024-08-31,2024-08-01,52187.0,914882.0,401 Legrand Cablofil Inc : 951 Cablofil Managed Service Level Agreement,24823.0,,,,,1890.0
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50935.0,893592.0,460 Globalization Partners Inc. : 1365 Globalization Partners SOW #38 - Data Engineering Team Renewal,36408.0,17772846592,,,,544.2533447147139
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50555.0,893478.0,468 Blackstone Inc. : 1255 Blackstone - Python Engineers (James Team),32036.0,19584503853,,,,520.2421677420059
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,49863.0,892313.0,461 Session M Inc. : 974 Mastercard SOW #6,25146.0,16716229170,,,,496.230990769298
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50358.0,893153.0,469 Stagwell Marketing Cloud LLC : 987 Stagwell SOW#3,25159.0,17001802020,,,,408.1900085360354
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50222.0,892977.0,465 Sincera Technologies LLC : 980 Sincera SOW 3 - Data Engineering Team,25152.0,17001844665,,,,240.11176972707966
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,51015.0,894105.0,460 Globalization Partners Inc. : 1366 Globalization Partners SOW #39 - Data Engineering Team  Renewal,36409.0,17772967350,,,,360.1676545906195
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50032.0,892344.0,461 Session M Inc. : 974 Mastercard SOW #6,25146.0,16716229170,,,,496.230990769298
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50646.0,893511.0,468 Blackstone Inc. : 1285 Blackstone - SOW#24 FS Engineer (Seb Team),32875.0,19901929100,,,,520.2421677420059
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,49984.0,892845.0,468 Blackstone Inc. : 988 Blackstone SOW #12,25160.0,16856642182,,,,480.2235394541593
,Journal,"Blend360, LLC",Data Engineering,Data Engineering,2024-08-31,2024-08-01,51819.0,901605.0,11 Visa : 1246 NextGen Solutions,31318.0,18657995555,,,,2523.38
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,51301.0,894443.0,459 Roku Inc. : 966 SOW#1 2024 - DE & BI Team,25138.0,16977995014,,,,464.2160881390207
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50667.0,892736.0,459 Roku Inc. : 966 SOW#1 2024 - DE & BI Team,25138.0,16977995014,,,,432.2011855087434
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,49805.0,892427.0,461 Session M Inc. : 974 Mastercard SOW #6,25146.0,16716229170,,,,496.230990769298
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50180.0,892950.0,468 Blackstone Inc. : 988 Blackstone SOW #12,25160.0,16856642182,,,,560.2607960298526
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50678.0,893656.0,468 Blackstone Inc. : 1329 Blackstone - SOW#19 - Exec Office Team (.Net),34751.0,18659335221,,,,560.2607960298526
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50126.0,892374.0,468 Blackstone Inc. : 988 Blackstone SOW #12,25160.0,16856642182,,,,440.20491116631274
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50091.0,892912.0,468 Blackstone Inc. : 988 Blackstone SOW #12,25160.0,16856642182,,,,536.2496190571446
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50237.0,892525.0,465 Sincera Technologies LLC : 980 Sincera SOW 3 - Data Engineering Team,25152.0,17001844665,,,,252.11735821343365
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50268.0,893123.0,468 Blackstone Inc. : 1013 Blackstone SOW#14 - Data Engineering Team,25544.0,16807042572,,,,536.2496190571446
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50925.0,892570.0,460 Globalization Partners Inc. : 1365 Globalization Partners SOW #38 - Data Engineering Team Renewal,36408.0,17772846592,,,,612.2850128040532
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,51284.0,894439.0,459 Roku Inc. : 966 SOW#1 2024 - DE & BI Team,25138.0,16977995014,,,,240.11176972707966
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50514.0,892995.0,468 Blackstone Inc. : 1255 Blackstone - Python Engineers (James Team),32036.0,19584503853,,,,520.2421677420059
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50569.0,893484.0,459 Roku Inc. : 966 SOW#1 2024 - DE & BI Team,25138.0,16977995014,,,,360.1676545906195
,Journal,Forthpoint,Data Engineering,Data Engineering,2024-08-31,2024-08-01,49427.0,889901.0,440 ICC in Forth Point Represents FutureproofAI : 1151 British Telecom - Technical BA - Rhiannon,28150.0,,,,,16054.034771951301
,Journal,Forthpoint,Data Engineering,Data Engineering,2024-08-31,2024-08-01,49554.0,890028.0,402 ICC in Forth Point Represents Blend360 : 1378 Wyndham - Guest Analytics Retainer,36722.0,,,,,1483.2875405691398
,Journal,"Blend360, LLC",Data Engineering,Data Engineering,2024-08-31,2024-08-01,49248.0,887956.0,164 HGV : 1139 HGV - Data Management Support,28138.0,17576467343,,,Retainer Revenue Recognition,9046.79
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,51158.0,894349.0,459 Roku Inc. : 966 SOW#1 2024 - DE & BI Team,25138.0,16977995014,,,,360.1676545906195
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,51367.0,894513.0,468 Blackstone Inc. : 1256 Blackstone - SOW#26 BE Engineer Insurance Team (Scott S.),32037.0,19584717835,,,,560.2607960298526
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50720.0,893677.0,459 Roku Inc. : 966 SOW#1 2024 - DE & BI Team,25138.0,16977995014,,,,432.2011855087434
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50364.0,892724.0,469 Stagwell Marketing Cloud LLC : 987 Stagwell SOW#3,25159.0,17001802020,,,,408.1900085360354
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,51289.0,894440.0,482 Madhive : 1111 Madhive - SOW1,26788.0,16592846934,,,,360.1676545906195
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50166.0,892385.0,466 Pixability Inc. : 1331 Pixability SOW 4,34753.0,17583740188,,,,258.12015245661064
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,51026.0,893969.0,459 Roku Inc. : 966 SOW#1 2024 - DE & BI Team,25138.0,16977995014,,,,320.1490263027729
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50779.0,892559.0,460 Globalization Partners Inc. : 1349 Globalization Partners SOW #41 - Data Engineering Team Renewal,35885.0,17771226635,,,,392.1825572208968
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,51050.0,894113.0,460 Globalization Partners Inc. : 1367 Globalization Partners SOW #40 - Data Engineering Team Renewal,36410.0,17772859452,,,,648.3017782631151
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,49916.0,892794.0,468 Blackstone Inc. : 988 Blackstone SOW #12,25160.0,16856642182,,,,560.2607960298526
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50413.0,893279.0,469 Stagwell Marketing Cloud LLC : 1190 Stagwell - SOW#4 - Data Engineering Team,29211.0,17692058278,,,,400.1862828784661
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50456.0,893404.0,459 Roku Inc. : 966 SOW#1 2024 - DE & BI Team,25138.0,16977995014,,,,320.1490263027729
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50848.0,893754.0,459 Roku Inc. : 966 SOW#1 2024 - DE & BI Team,25138.0,16977995014,,,,464.2160881390207
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50052.0,892893.0,461 Session M Inc. : 974 Mastercard SOW #6,25146.0,16716229170,,,,400.1862828784661
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50006.0,892858.0,461 Session M Inc. : 974 Mastercard SOW #6,25146.0,16716229170,,,,336.15647761791155
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50660.0,893649.0,468 Blackstone Inc. : 1329 Blackstone - SOW#19 - Exec Office Team (.Net),34751.0,18659335221,,,,560.2607960298526
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,49967.0,892693.0,468 Blackstone Inc. : 988 Blackstone SOW #12,25160.0,16856642182,,,,440.20491116631274
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,49855.0,892459.0,461 Session M Inc. : 974 Mastercard SOW #6,25146.0,16716229170,,,,400.1862828784661
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50066.0,892900.0,461 Session M Inc. : 974 Mastercard SOW #6,25146.0,16716229170,,,,496.230990769298
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50263.0,893119.0,465 Sincera Technologies LLC : 1146 Sincera SOW 4 - DE Team,28145.0,17581549176,,,,240.11176972707966
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50377.0,893258.0,469 Stagwell Marketing Cloud LLC : 987 Stagwell SOW#3,25159.0,17001802020,,,,408.1900085360354
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50251.0,893194.0,465 Sincera Technologies LLC : 980 Sincera SOW 3 - Data Engineering Team,25152.0,17001844665,,,,240.11176972707966
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50557.0,893189.0,468 Blackstone Inc. : 1255 Blackstone - Python Engineers (James Team),32036.0,19584503853,,,,560.2607960298526
,Journal,"Blend360, LLC",Data Engineering,Data Engineering,2024-08-31,2024-08-01,49225.0,887941.0,276 Under Armour : 1262 Under Armour - Analytics POD,32545.0,19572025691,,,Retainer Revenue Recognition,24359.44
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50243.0,892986.0,465 Sincera Technologies LLC : 980 Sincera SOW 3 - Data Engineering Team,25152.0,17001844665,,,,210.0977985111947
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,51149.0,894340.0,459 Roku Inc. : 966 SOW#1 2024 - DE & BI Team,25138.0,16977995014,,,,464.2160881390207
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50467.0,893179.0,468 Blackstone Inc. : 1194 Blackstone - SOW#18 - Data Engineer with AWS (Puneet Team),29419.0,18262439992,,,,504.2347164268673
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,49821.0,892433.0,461 Session M Inc. : 974 Mastercard SOW #6,25146.0,16716229170,,,,580.2701101737758
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50186.0,892956.0,468 Blackstone Inc. : 988 Blackstone SOW #12,25160.0,16856642182,,,,440.20491116631274
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50133.0,892932.0,466 Pixability Inc. : 983 Pixability SOW#3,25155.0,,,,,312.1453006452036
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,51017.0,894107.0,460 Globalization Partners Inc. : 1366 Globalization Partners SOW #39 - Data Engineering Team  Renewal,36409.0,17772967350,,,,376.17510590575813
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50090.0,892714.0,461 Session M Inc. : 974 Mastercard SOW #6,25146.0,16716229170,,,,638.2971211911535
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50486.0,893427.0,459 Roku Inc. : 966 SOW#1 2024 - DE & BI Team,25138.0,16977995014,,,,480.2235394541593
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50637.0,893636.0,459 Roku Inc. : 966 SOW#1 2024 - DE & BI Team,25138.0,16977995014,,,,380.1769687345428
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,51169.0,892583.0,460 Globalization Partners Inc. : 1368 Globalization Partners SOW #42 - Data Engineering Team Renewal,36411.0,17772618578,,,,560.2607960298526
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50616.0,892734.0,468 Blackstone Inc. : 1285 Blackstone - SOW#24 FS Engineer (Seb Team),32875.0,19901929100,,,,520.2421677420059
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50350.0,892540.0,468 Blackstone Inc. : 1181 Blackstone - SOW#23 - DE Tech Lead (Rafael Team),28998.0,18243049512,,,,440.20491116631274
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50029.0,892881.0,468 Blackstone Inc. : 988 Blackstone SOW #12,25160.0,16856642182,,,,560.2607960298526
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50000.0,892339.0,468 Blackstone Inc. : 988 Blackstone SOW #12,25160.0,16856642182,,,,480.2235394541593
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50265.0,893121.0,465 Sincera Technologies LLC : 1146 Sincera SOW 4 - DE Team,28145.0,17581549176,,,,280.1303980149263
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50875.0,893579.0,460 Globalization Partners Inc. : 1349 Globalization Partners SOW #41 - Data Engineering Team Renewal,35885.0,17771226635,,,,384.1788315633275
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,51372.0,894486.0,482 Madhive : 1111 Madhive - SOW1,26788.0,16592846934,,,,360.1676545906195
,Journal,"Blend360, LLC",Data Engineering,Data Engineering,2024-08-31,2024-08-01,51805.0,901509.0,11 Visa : 1246 NextGen Solutions,31318.0,18657995555,,,,32467.7
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50887.0,892566.0,460 Globalization Partners Inc. : 1349 Globalization Partners SOW #41 - Data Engineering Team Renewal,35885.0,17771226635,,,,392.1825572208968
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,49758.0,892394.0,482 Madhive : 1111 Madhive - SOW1,26788.0,16592846934,,,,360.1676545906195
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,49986.0,892846.0,468 Blackstone Inc. : 988 Blackstone SOW #12,25160.0,16856642182,,,,440.20491116631274
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50297.0,893217.0,465 Sincera Technologies LLC : 1146 Sincera SOW 4 - DE Team,28145.0,17581549176,,,,280.1303980149263
,Journal,"Blend360, LLC",Data Engineering,Data Engineering,2024-08-31,2024-08-01,49256.0,887965.0,451 Cornerstone Building Brands : 1212 Cornerstone Shelter Scheduling Implementation,30356.0,17731619858,,,Retainer Revenue Recognition,25374.35
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,51180.0,894358.0,459 Roku Inc. : 966 SOW#1 2024 - DE & BI Team,25138.0,16977995014,,,,320.1490263027729
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,51103.0,894131.0,459 Roku Inc. : 966 SOW#1 2024 - DE & BI Team,25138.0,16977995014,,,,464.2160881390207
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50178.0,892523.0,466 Pixability Inc. : 1331 Pixability SOW 4,34753.0,17583740188,,,,258.12015245661064
,Journal,"Blend360, LLC",Data Engineering,Data Engineering,2024-08-31,2024-08-01,51614.0,901176.0,170 CVS Health : 1296 PV Insights Portal PM,33389.0,20194098727,,,,-19890.0
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50430.0,893286.0,468 Blackstone Inc. : 1194 Blackstone - SOW#18 - Data Engineer with AWS (Puneet Team),29419.0,18262439992,,,,504.2347164268673
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,51422.0,892770.0,456 ICC in Montevideo represents Blend360 : 1166 Fedefarma: Landing Zone Assessment & Recommendation Phase,28678.0,17806464279,,,,180.08382729530976
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,51087.0,894300.0,460 Globalization Partners Inc. : 1367 Globalization Partners SOW #40 - Data Engineering Team Renewal,36410.0,17772859452,,,,520.2421677420059
,Journal,"Blend360, LLC",Data Engineering,Data Engineering,2024-08-31,2024-08-01,52166.0,913919.0,- No Entity -,,,ICC 834 Franklin Templeton : Franklin Templeton - PMO+Engineering Tiger Team,,TopSide Management Book Elim related to project ICC 834 Franklin Templeton : Franklin Templeton - PMO+Engineering Tiger Team,-237.11
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50157.0,892941.0,468 Blackstone Inc. : 988 Blackstone SOW #12,25160.0,16856642182,,,,560.2607960298526
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,51070.0,894122.0,460 Globalization Partners Inc. : 1367 Globalization Partners SOW #40 - Data Engineering Team Renewal,36410.0,17772859452,,,,648.3017782631151
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50982.0,893938.0,459 Roku Inc. : 966 SOW#1 2024 - DE & BI Team,25138.0,16977995014,,,,320.1490263027729
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50985.0,893941.0,460 Globalization Partners Inc. : 1366 Globalization Partners SOW #39 - Data Engineering Team  Renewal,36409.0,17772967350,,,,376.17510590575813
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,51385.0,894698.0,482 Madhive : 1111 Madhive - SOW1,26788.0,16592846934,,,,270.1257409429646
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50407.0,893272.0,468 Blackstone Inc. : 1194 Blackstone - SOW#18 - Data Engineer with AWS (Puneet Team),29419.0,18262439992,,,,504.2347164268673
,Journal,"Blend360, LLC",Data Engineering,Data Engineering,2024-08-31,2024-08-01,51822.0,901606.0,276 Under Armour : 1375 US Carrier,36719.0,21171944558,,,,4820.14
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,51022.0,893964.0,459 Roku Inc. : 966 SOW#1 2024 - DE & BI Team,25138.0,16977995014,,,,320.1490263027729
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50101.0,892362.0,461 Session M Inc. : 974 Mastercard SOW #6,25146.0,16716229170,,,,336.15647761791155
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50966.0,893925.0,459 Roku Inc. : 966 SOW#1 2024 - DE & BI Team,25138.0,16977995014,,,,432.2011855087434
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50959.0,893920.0,460 Globalization Partners Inc. : 1366 Globalization Partners SOW #39 - Data Engineering Team  Renewal,36409.0,17772967350,,,,376.17510590575813
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,51370.0,894514.0,482 Madhive : 1111 Madhive - SOW1,26788.0,16592846934,,,,520.2421677420059
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50064.0,892348.0,461 Session M Inc. : 974 Mastercard SOW #6,25146.0,16716229170,,,,336.15647761791155
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,51399.0,894709.0,456 ICC in Montevideo represents Blend360 : 1166 Fedefarma: Landing Zone Assessment & Recommendation Phase,28678.0,17806464279,,,,180.08382729530976
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50783.0,892738.0,459 Roku Inc. : 966 SOW#1 2024 - DE & BI Team,25138.0,16977995014,,,,320.1490263027729
,Journal,Montevideo Labs,Data Engineering,Data Engineering,2024-08-31,2024-08-01,50686.0,893527.0,468 Blackstone Inc. : 1329 Blackstone - SOW#19 - Exec Office Team (.Net),34751.0,18659335221,,,,560.2607960298526
